t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_R1,eta_R2,W_joint_J,E_damp_J,abs_dP,abs_dL
5.9400,53.30499,-35.53666,0.023730,16.657291,-0.000144,16.657308,0.0024826,0.0000079,0.0008915,0.086059,0.084946,2.57522292e-05,3.54085556e-07,2.54211596e-05,3.51507151e-07,2.76151017e-03,2.63001913e-10,1.388e-17,1.184e-17
5.9600,53.46845,-35.64563,0.023830,16.719030,-0.000117,16.719046,0.0025338,0.0000080,0.0008947,0.088288,0.087171,2.64123892e-05,3.56553798e-07,2.60803281e-05,3.53970450e-07,2.69923438e-03,2.65737008e-10,1.214e-17,2.078e-17
5.9800,53.62981,-35.75320,0.023929,16.779998,-0.000091,16.780015,0.0025846,0.0000080,0.0008978,0.090455,0.089337,2.70541912e-05,3.58756440e-07,2.67215515e-05,3.56164941e-07,2.63714977e-03,2.68323730e-10,1.301e-17,5.963e-19
6.0000,53.78906,-35.85938,0.024026,16.840193,-0.000064,16.840210,0.0026350,0.0000080,0.0009010,0.092538,0.091419,2.76720217e-05,3.61754474e-07,2.73391994e-05,3.59148474e-07,2.57528833e-03,2.70722618e-10,1.843e-17,7.467e-18
6.0200,53.94621,-35.96414,0.024123,16.899610,-0.000038,16.899627,0.0026850,0.0000080,0.0009042,0.094518,0.093400,2.82605467e-05,3.66078593e-07,2.79279162e-05,3.63452630e-07,2.51368184e-03,2.72901290e-10,1.865e-17,9.216e-19
6.0400,54.10124,-36.06749,0.024218,16.958246,-0.000012,16.958263,0.0027347,0.0000081,0.0009074,0.096378,0.095261,2.88147908e-05,3.71419618e-07,2.84826993e-05,3.68772606e-07,2.45236190e-03,2.74835488e-10,5.638e-18,5.828e-18
6.0600,54.25415,-36.16943,0.024312,17.016096,0.000013,17.016113,0.0027839,0.0000081,0.0009105,0.098106,0.096992,2.93302161e-05,3.76816872e-07,2.89989794e-05,3.74152977e-07,2.39135988e-03,2.76509826e-10,2.060e-17,1.430e-17
6.0800,54.40493,-36.26995,0.024405,17.073159,0.000039,17.073176,0.0028327,0.0000081,0.0009137,0.099692,0.098583,2.98027978e-05,3.81229523e-07,2.94726961e-05,3.78555939e-07,2.33070699e-03,2.77918544e-10,1.540e-17,1.044e-18
6.1000,54.55358,-36.36905,0.024496,17.129430,0.000064,17.129447,0.0028810,0.0000081,0.0009169,0.101127,0.100022,3.02290929e-05,3.84150659e-07,2.99003672e-05,3.81473624e-07,2.27043414e-03,2.79065831e-10,1.865e-17,1.183e-17
6.1200,54.70008,-36.46672,0.024587,17.184907,0.000089,17.184924,0.0029289,0.0000081,0.0009201,0.102399,0.101299,3.06062948e-05,3.85901307e-07,3.02791442e-05,3.83222741e-07,2.21057191e-03,2.79965176e-10,1.464e-17,3.334e-18
6.1400,54.84445,-36.56296,0.024676,17.239587,0.000114,17.239604,0.0029763,0.0000082,0.0009233,0.103498,0.102405,3.09322725e-05,3.87433395e-07,3.06068521e-05,3.84750150e-07,2.15115044e-03,2.80638035e-10,1.930e-17,1.914e-17
6.1600,54.98666,-36.65777,0.024764,17.293467,0.000139,17.293485,0.0030232,0.0000082,0.0009264,0.104416,0.103329,3.12055953e-05,3.89761844e-07,3.08820152e-05,3.87067988e-07,2.09219940e-03,2.81112384e-10,1.854e-17,1.682e-17
6.1800,55.12672,-36.75115,0.024850,17.346546,0.000163,17.346564,0.0030697,0.0000082,0.0009296,0.105150,0.104069,3.14255451e-05,3.93363820e-07,3.11038697e-05,3.90654575e-07,2.03374793e-03,2.81421070e-10,1.377e-17,1.034e-17
6.2000,55.26463,-36.84309,0.024936,17.398821,0.000187,17.398839,0.0031156,0.0000082,0.0009327,0.105699,0.104624,3.15921208e-05,3.97900143e-07,3.12723700e-05,3.95175135e-07,1.97582468e-03,2.81599762e-10,1.778e-17,1.380e-17
6.2200,55.40038,-36.93359,0.025020,17.450291,0.000211,17.450309,0.0031610,0.0000082,0.0009359,0.106069,0.105002,3.17060379e-05,4.02420346e-07,3.13881875e-05,3.99684237e-07,1.91845782e-03,2.81684913e-10,1.561e-17,2.860e-18
6.2400,55.53397,-37.02265,0.025102,17.500953,0.000235,17.500971,0.0032059,0.0000083,0.0009390,0.106270,0.105208,3.17687190e-05,4.05927020e-07,3.14527030e-05,4.03187174e-07,1.86167497e-03,2.81712155e-10,1.236e-17,1.550e-17
6.2600,55.66540,-37.11027,0.025184,17.550806,0.000258,17.550824,0.0032503,0.0000083,0.0009421,0.106309,0.105253,3.17822741e-05,4.07963134e-07,3.14679872e-05,4.05225723e-07,1.80550321e-03,2.81714840e-10,9.975e-18,1.396e-18
6.2800,55.79467,-37.19644,0.025264,17.599849,0.000281,17.599867,0.0032941,0.0000083,0.0009452,0.106195,0.105144,3.17494666e-05,4.08875815e-07,3.14367672e-05,4.06142681e-07,1.74996896e-03,2.81722373e-10,1.095e-17,1.128e-17
6.3000,55.92177,-37.28118,0.025343,17.648081,0.000304,17.648099,0.0033374,0.0000083,0.0009483,0.105935,0.104890,3.16736626e-05,4.09603255e-07,3.13623769e-05,4.06871385e-07,1.69509793e-03,2.81758730e-10,8.890e-18,2.860e-18
6.3200,56.04670,-37.36447,0.025420,17.695501,0.000326,17.695519,0.0033801,0.0000083,0.0009514,0.105541,0.104499,3.15587671e-05,4.11114478e-07,3.12486937e-05,4.08378380e-07,1.64091507e-03,2.81841635e-10,1.431e-17,5.116e-18
6.3400,56.16947,-37.44631,0.025497,17.742108,0.000349,17.742126,0.0034223,0.0000083,0.0009545,0.105025,0.103987,3.14091520e-05,4.13835235e-07,3.11000668e-05,4.11090777e-07,1.58744454e-03,2.81982234e-10,3.795e-18,8.775e-18
6.3600,56.29008,-37.52672,0.025572,17.787901,0.000371,17.787919,0.0034638,0.0000084,0.0009575,0.104404,0.103369,3.12295796e-05,4.17399004e-07,3.09212415e-05,4.14646424e-07,1.53470974e-03,2.82184942e-10,7.698e-18,9.975e-18
6.3800,56.40852,-37.60568,0.025645,17.832881,0.000392,17.832900,0.0035048,0.0000084,0.0009605,0.103700,0.102666,3.10251259e-05,4.20867538e-07,3.07172824e-05,4.18111854e-07,1.48273330e-03,2.82447743e-10,1.583e-17,1.047e-17
6.4000,56.52480,-37.68320,0.025718,17.877048,0.000413,17.877066,0.0035452,0.0000084,0.0009635,0.102932,0.101899,3.08011021e-05,4.23286955e-07,3.04934950e-05,4.20535534e-07,1.43153707e-03,2.82763196e-10,3.686e-18,8.436e-18
6.4200,56.63892,-37.75928,0.025789,17.920401,0.000434,17.920419,0.0035849,0.0000084,0.0009664,0.102122,0.101089,3.05629735e-05,4.24248831e-07,3.02553448e-05,4.21507597e-07,1.38114207e-03,2.83119703e-10,1.583e-17,1.735e-17
6.4400,56.75088,-37.83392,0.025859,17.962941,0.000455,17.962960,0.0036241,0.0000084,0.0009694,0.101287,0.100253,3.03162713e-05,4.24124708e-07,3.00083688e-05,4.21395234e-07,1.33156844e-03,2.83502633e-10,4.445e-18,1.521e-17
6.4600,56.86069,-37.90713,0.025927,18.004669,0.000475,18.004688,0.0036626,0.0000084,0.0009723,0.100441,0.099405,3.00664988e-05,4.23838689e-07,2.97580823e-05,4.21117883e-07,1.28283535e-03,2.83895509e-10,1.518e-17,8.911e-18
6.4800,56.96835,-37.97890,0.025994,18.045586,0.000495,18.045604,0.0037005,0.0000084,0.0009751,0.099601,0.098563,2.98190349e-05,4.24315561e-07,2.95098816e-05,4.21598123e-07,1.23496103e-03,2.84281533e-10,8.565e-18,1.699e-17
6.5000,57.07386,-38.04924,0.026060,18.085692,0.000515,18.085710,0.0037378,0.0000085,0.0009780,0.098782,0.097741,2.95790394e-05,4.25933064e-07,2.92689492e-05,4.23215218e-07,1.18796269e-03,2.84645078e-10,6.180e-18,1.882e-17
6.5200,57.17723,-38.11815,0.026125,18.124988,0.000534,18.125007,0.0037745,0.0000085,0.0009808,0.098003,0.096958,2.93513655e-05,4.28301332e-07,2.90401665e-05,4.25583613e-07,1.14185659e-03,2.84972759e-10,1.507e-17,6.648e-18
